"Row Order","Survey","Survey Year","Area","Table Description","Tenure Filter","Geography Filter","Characteristics","Metric: Estimate"
73,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Other",105.3
74,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Not reported",121.2
75,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE",,
76,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","First Source of Emergency Information During Disaster",
77,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE",,
78,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Family, friends, or neighbors",577.4
79,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Radio",470.4
80,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Television",1110.7
81,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Internet (including Facebook and Twitter)",1152.6
82,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Other source",147.3
83,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Not reported",83.8
84,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE",,
85,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Home Has Tornado Safe Room or Shelter",
86,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE",,
87,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Yes",95.7
88,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","No",1317.8
89,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Not reported","S"
90,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE",,
91,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Home Covered by Flood Insurance",
92,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE",,
93,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","    Owner-occupied units",2288.3
94,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Yes",309.1
95,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","  Required for home purchase or refinancing",87.5
96,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","  Decided to buy after a neighbor bought it","S"
97,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","  Decided to buy for other reasons",206.5
98,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","No",1940.8
99,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Not reported",85.4
100,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE",,
101,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Disaster Repairs in the Last Two Years for Rental Units",
102,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE",,
103,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","    Renter-occupied units",1238.2
104,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Yes","S"
105,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","  Storm (including tornado or hurricane)","."
106,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","  Fire","S"
107,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","  Flood","."
108,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","  Other","."
109,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","No",1197.8
110,"AHS",2017,"Chicago","Emergency and Disaster Preparedness - All Occupied Units","NONE","NONE","Not reported","S"

